0,25,65,57,65,65,27,27,49,33,70,44,29,33,49,27,27,64,59,49,41,45,41,57,57,47,84,64,72
0,0,65,57,65,65,27,27,33,49,70,29,44,49,33,27,27,64,59,49,45,41,45,59,59,47,84,64,72
0,0,0,100,100,100,79,70,40,40,6,79,79,79,79,70,79,85,79,61,80,80,80,71,71,80,89,78,72
0,0,0,0,100,100,63,74,74,74,100,40,40,74,74,74,63,74,100,76,76,76,76,84,84,83,63,86,89
0,0,0,0,0,0,70,55,64,64,100,79,79,33,40,55,70,40,20,54,52,52,52,60,57,38,84,64,85
0,0,0,0,0,0,70,55,64,64,100,79,79,33,40,55,70,40,20,54,52,52,52,60,57,38,84,64,85
0,0,0,0,0,0,0,38,52,52,82,29,29,51,33,38,0,51,69,56,27,27,27,45,56,55,86,53,72
0,0,0,0,0,0,0,0,33,33,74,49,49,29,42,0,38,64,34,34,25,25,25,41,39,21,80,46,60
0,0,0,0,0,0,0,0,0,36,43,53,62,43,47,33,52,60,49,26,49,47,49,52,42,46,64,53,56
0,0,0,0,0,0,0,0,0,0,43,62,53,43,56,33,52,51,49,26,47,49,47,42,41,46,64,53,56
0,0,0,0,0,0,0,0,0,0,0,82,82,82,82,74,82,87,82,63,83,83,83,73,73,83,90,80,70
0,0,0,0,0,0,0,0,0,0,0,0,36,62,44,49,29,53,75,63,49,47,49,60,63,64,77,67,73
0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,49,29,62,75,63,47,49,47,60,66,64,77,67,73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,51,51,29,25,25,33,25,41,34,18,67,46,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,45,43,49,37,23,37,46,49,43,80,48,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,64,34,34,25,25,25,41,39,21,80,46,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,56,27,27,27,45,56,55,86,53,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,51,51,51,43,44,57,64,55,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,46,40,17,86,49,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,39,21,26,47,35,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,31,26,76,29,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,33,26,76,29,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,26,76,29,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,75,15,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,16,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
